,age,education,race,sex
19214,41,Bachelors,White,Male
19215,19,Some-college,White,Male
19216,69,HS-grad,White,Male
19217,23,Assoc-acdm,White,Female
19218,28,Some-college,White,Male
19219,37,Assoc-acdm,White,Male
19220,57,HS-grad,White,Male
19221,30,Some-college,Black,Male
19222,48,HS-grad,White,Female
19223,73,HS-grad,White,Female
19224,25,5th-6th,White,Male
19225,33,Masters,White,Male
19226,36,HS-grad,White,Male
19227,28,HS-grad,White,Male
19228,57,HS-grad,White,Female
19229,31,Some-college,Black,Female
19230,35,9th,Amer-Indian-Eskimo,Male
19231,40,HS-grad,Black,Female
19232,32,Some-college,White,Female
19233,35,Bachelors,White,Male
19234,26,HS-grad,Black,Female
19235,27,Some-college,White,Female
19236,17,10th,White,Female
19237,29,Some-college,White,Female
19238,18,11th,White,Female
19239,20,Some-college,White,Male
19240,69,HS-grad,White,Male
19241,18,Some-college,White,Female
19242,56,HS-grad,Black,Female
19243,40,Some-college,White,Female
19244,46,Some-college,White,Male
19245,41,12th,Black,Male
19246,53,Some-college,White,Female
19247,50,Masters,White,Male
19248,23,11th,White,Male
19249,40,Bachelors,White,Male
19250,54,Some-college,White,Male
19251,45,Some-college,White,Female
19252,53,HS-grad,Black,Male
19253,17,11th,White,Male
19254,50,Bachelors,White,Female
19255,22,Bachelors,White,Male
19256,30,Bachelors,White,Male
19257,40,Bachelors,White,Male
19258,36,Masters,White,Male
19259,25,Assoc-acdm,White,Male
19260,29,HS-grad,White,Male
19261,29,Bachelors,White,Male
19262,22,Bachelors,White,Female
19263,56,Bachelors,Black,Female
19264,60,Masters,White,Male
19265,37,HS-grad,White,Male
19266,53,7th-8th,White,Female
19267,23,Some-college,White,Female
19268,18,HS-grad,White,Female
19269,36,Some-college,White,Female
19270,67,HS-grad,White,Male
19271,31,HS-grad,White,Male
19272,26,Bachelors,White,Male
19273,18,11th,Asian-Pac-Islander,Female
19274,45,Masters,Black,Female
19275,64,11th,White,Male
19276,26,HS-grad,White,Female
19277,53,Some-college,White,Female
19278,27,HS-grad,White,Male
19279,32,Some-college,Amer-Indian-Eskimo,Male
19280,49,HS-grad,White,Female
19281,59,10th,White,Male
19282,44,Masters,White,Male
19283,61,HS-grad,White,Male
19284,41,HS-grad,White,Female
19285,46,HS-grad,White,Female
19286,32,HS-grad,White,Male
19287,29,HS-grad,White,Female
19288,48,Masters,White,Male
19289,32,Some-college,White,Female
19290,21,HS-grad,White,Female
19291,50,Prof-school,White,Male
19292,44,Masters,White,Male
19293,51,HS-grad,White,Female
19294,42,HS-grad,White,Male
19295,27,Bachelors,White,Female
19296,70,HS-grad,White,Male
19297,33,HS-grad,White,Female
19298,65,HS-grad,White,Male
19299,39,Masters,White,Male
19300,32,HS-grad,White,Male
19301,30,Some-college,White,Female
19302,43,Some-college,White,Male
19303,31,9th,White,Male
19304,64,Bachelors,Black,Female
19305,37,Some-college,Other,Male
19306,49,HS-grad,White,Male
19307,29,11th,White,Male
19308,35,HS-grad,White,Male
19309,37,Assoc-acdm,White,Male
19310,42,Masters,White,Male
19311,21,Some-college,White,Male
19312,23,Assoc-acdm,White,Male
19313,35,HS-grad,Black,Female
19314,29,Assoc-voc,White,Male
19315,23,Some-college,White,Female
19316,21,Some-college,White,Female
19317,45,Bachelors,White,Male
19318,24,Bachelors,White,Male
19319,38,HS-grad,White,Male
19320,28,10th,White,Female
19321,23,HS-grad,White,Female
19322,39,Bachelors,Asian-Pac-Islander,Male
19323,45,Masters,White,Male
19324,68,Assoc-acdm,White,Female
19325,60,Assoc-voc,White,Male
19326,38,Doctorate,White,Female
19327,41,12th,Black,Male
19328,48,HS-grad,White,Male
19329,33,HS-grad,White,Male
19330,48,Assoc-voc,White,Male
19331,23,Some-college,White,Female
19332,26,9th,White,Male
19333,55,Bachelors,White,Male
19334,35,Masters,White,Male
19335,52,Some-college,White,Male
19336,46,HS-grad,White,Female
19337,72,HS-grad,Asian-Pac-Islander,Male
19338,18,HS-grad,White,Female
19339,62,HS-grad,White,Male
19340,22,Some-college,White,Female
19341,40,Some-college,White,Female
19342,26,Some-college,White,Male
19343,35,Assoc-acdm,Black,Female
19344,25,HS-grad,Asian-Pac-Islander,Female
19345,46,Assoc-voc,Black,Female
19346,39,Bachelors,White,Male
19347,41,Some-college,Black,Male
19348,59,Bachelors,White,Male
19349,37,HS-grad,White,Male
19350,38,Some-college,White,Male
19351,33,Bachelors,Asian-Pac-Islander,Male
19352,23,Assoc-acdm,White,Female
19353,67,Masters,White,Male
19354,60,Bachelors,White,Female
19355,39,Bachelors,White,Male
19356,32,HS-grad,White,Male
19357,26,Bachelors,White,Female
19358,39,HS-grad,White,Female
19359,28,Some-college,White,Female
19360,29,11th,White,Female
19361,43,Assoc-voc,White,Male
19362,23,Some-college,White,Male
19363,32,Bachelors,White,Male
19364,33,Some-college,White,Female
19365,45,HS-grad,Black,Female
19366,48,HS-grad,White,Male
19367,43,Prof-school,White,Male
19368,50,HS-grad,White,Male
19369,63,Bachelors,White,Male
19370,55,HS-grad,White,Male
19371,22,Bachelors,White,Female
19372,32,HS-grad,White,Male
19373,27,Assoc-acdm,White,Male
19374,22,Bachelors,White,Female
19375,44,HS-grad,White,Male
19376,34,HS-grad,White,Female
19377,28,HS-grad,White,Female
19378,40,Masters,White,Female
19379,45,Some-college,White,Male
19380,17,10th,White,Male
19381,53,12th,White,Male
19382,58,Assoc-acdm,White,Male
19383,55,HS-grad,White,Male
19384,44,Assoc-voc,White,Male
19385,40,HS-grad,White,Male
19386,58,Masters,White,Male
19387,38,HS-grad,White,Male
19388,62,9th,Black,Female
19389,31,Assoc-voc,White,Male
19390,31,11th,White,Male
19391,30,HS-grad,White,Male
19392,37,HS-grad,White,Female
19393,38,HS-grad,White,Male
19394,58,12th,White,Male
19395,30,Bachelors,White,Male
19396,28,Assoc-voc,White,Female
19397,46,Some-college,White,Female
19398,34,Bachelors,White,Female
19399,39,Some-college,White,Male
19400,61,Some-college,White,Female
19401,30,Assoc-voc,White,Female
19402,31,HS-grad,White,Female
19403,21,HS-grad,White,Male
19404,50,HS-grad,White,Male
19405,47,HS-grad,White,Male
19406,20,HS-grad,White,Male
19407,23,Bachelors,White,Female
19408,46,1st-4th,White,Female
19409,20,HS-grad,White,Male
19410,33,Bachelors,White,Male
19411,30,Some-college,White,Female
19412,43,Some-college,White,Female
19413,23,Some-college,White,Male
19414,34,Bachelors,White,Male
19415,25,Some-college,White,Male
19416,50,HS-grad,White,Female
19417,44,Masters,White,Female
19418,26,Some-college,White,Female
19419,35,Doctorate,White,Female
19420,48,HS-grad,White,Male
19421,26,HS-grad,Black,Male
19422,41,Masters,White,Female
19423,25,Bachelors,White,Male
19424,33,Assoc-voc,White,Female
19425,24,Bachelors,White,Female
19426,31,Bachelors,White,Female
19427,24,Assoc-acdm,White,Female
19428,41,9th,White,Female
19429,38,Some-college,White,Male
19430,19,HS-grad,White,Male
19431,19,HS-grad,White,Male
19432,24,HS-grad,White,Male
19433,59,Bachelors,White,Male
19434,67,Masters,White,Male
19435,49,10th,Black,Male
19436,35,Assoc-voc,White,Male
19437,44,Some-college,White,Male
19438,58,Some-college,White,Male
19439,22,Assoc-acdm,White,Male
19440,21,Some-college,White,Male
19441,50,Some-college,White,Male
19442,44,Assoc-acdm,White,Male
19443,36,Some-college,Amer-Indian-Eskimo,Male
19444,30,Some-college,White,Male
19445,52,HS-grad,White,Male
19446,35,HS-grad,White,Male
19447,48,Assoc-voc,White,Male
19448,23,HS-grad,White,Male
19449,37,Masters,White,Male
19450,44,Masters,White,Male
19451,44,HS-grad,White,Male
19452,36,Bachelors,White,Male
19453,26,Some-college,White,Male
19454,31,Bachelors,White,Male
19455,23,HS-grad,Black,Male
19456,29,HS-grad,White,Male
19457,53,HS-grad,Black,Female
19458,52,Assoc-voc,White,Male
19459,55,HS-grad,White,Male
19460,31,10th,White,Male
19461,19,HS-grad,White,Female
19462,64,HS-grad,White,Female
19463,55,HS-grad,White,Male
19464,48,Masters,White,Male
19465,20,HS-grad,White,Female
19466,50,HS-grad,White,Female
19467,45,Bachelors,White,Male
19468,17,10th,White,Male
19469,38,HS-grad,White,Female
19470,43,HS-grad,White,Female
19471,22,HS-grad,White,Male
19472,63,HS-grad,White,Female
19473,36,Bachelors,White,Male
19474,56,Bachelors,White,Male
19475,43,Prof-school,Black,Male
19476,41,Bachelors,White,Male
19477,41,HS-grad,White,Female
19478,36,Bachelors,White,Male
19479,59,Doctorate,White,Male
19480,46,Assoc-acdm,White,Male
19481,23,Bachelors,White,Female
19482,46,Some-college,White,Male
19483,53,Bachelors,White,Male
19484,47,HS-grad,Amer-Indian-Eskimo,Male
19485,46,Masters,White,Female
19486,47,HS-grad,White,Male
19487,29,HS-grad,White,Male
19488,32,Assoc-voc,White,Female
19489,90,HS-grad,White,Male
19490,63,Bachelors,White,Male
19491,23,Assoc-voc,Asian-Pac-Islander,Male
19492,76,Bachelors,White,Male
19493,23,Assoc-voc,White,Female
19494,44,Some-college,Other,Female
19495,81,10th,White,Female
19496,17,10th,Black,Female
19497,56,Assoc-voc,White,Male
19498,58,10th,White,Male
19499,45,Bachelors,White,Male
19500,25,HS-grad,White,Male
19501,36,Bachelors,Asian-Pac-Islander,Female
19502,32,Assoc-voc,White,Female
19503,25,HS-grad,White,Male
19504,29,Some-college,White,Male
19505,23,HS-grad,White,Male
19506,41,Masters,White,Male
19507,48,Bachelors,Black,Male
19508,29,HS-grad,White,Male
19509,27,Masters,Asian-Pac-Islander,Male
19510,55,Some-college,White,Male
19511,30,11th,Asian-Pac-Islander,Male
19512,45,Some-college,Black,Female
19513,50,HS-grad,White,Male
19514,22,HS-grad,White,Male
19515,80,HS-grad,Amer-Indian-Eskimo,Female
19516,30,HS-grad,White,Male
19517,20,Some-college,White,Female
19518,29,HS-grad,White,Male
19519,56,Some-college,White,Male
19520,63,Bachelors,White,Male
19521,20,HS-grad,White,Male
19522,38,HS-grad,Black,Female
19523,31,HS-grad,White,Male
19524,21,Some-college,White,Male
19525,47,10th,White,Male
19526,25,Bachelors,Asian-Pac-Islander,Female
19527,31,Some-college,Black,Female
19528,28,HS-grad,White,Female
19529,38,HS-grad,White,Male
19530,30,Bachelors,White,Male
19531,39,HS-grad,White,Male
19532,27,Bachelors,White,Female
19533,26,Some-college,White,Female
19534,47,HS-grad,White,Female
19535,27,HS-grad,White,Male
19536,43,Some-college,Other,Male
19537,32,Bachelors,White,Male
19538,20,Some-college,Asian-Pac-Islander,Male
19539,21,12th,Black,Female
19540,32,Assoc-voc,White,Male
19541,37,Assoc-voc,Black,Male
19542,45,HS-grad,Asian-Pac-Islander,Male
19543,37,Assoc-acdm,White,Male
19544,54,9th,White,Female
19545,24,Bachelors,White,Male
19546,28,11th,White,Male
19547,23,Some-college,White,Male
19548,54,HS-grad,White,Male
19549,40,HS-grad,White,Male
19550,38,Some-college,White,Male
19551,71,10th,White,Male
19552,51,Some-college,White,Female
19553,52,Some-college,White,Male
19554,30,Bachelors,White,Female
19555,34,HS-grad,White,Male
19556,38,10th,White,Female
19557,43,Assoc-voc,White,Female
19558,43,11th,White,Male
19559,36,Some-college,Black,Male
19560,24,Some-college,White,Female
19561,29,1st-4th,Asian-Pac-Islander,Male
19562,55,10th,Black,Female
19563,51,Masters,White,Male
19564,43,HS-grad,Amer-Indian-Eskimo,Female
19565,28,HS-grad,White,Male
19566,54,Assoc-acdm,White,Male
19567,47,Some-college,White,Male
19568,47,Bachelors,White,Male
19569,47,Some-college,White,Male
19570,38,Some-college,White,Female
19571,60,5th-6th,White,Male
19572,19,HS-grad,Amer-Indian-Eskimo,Female
19573,22,Some-college,Black,Female
19574,55,Masters,White,Male
19575,44,Some-college,Black,Female
19576,53,1st-4th,White,Male
19577,44,Masters,White,Female
19578,28,Bachelors,White,Male
19579,30,Some-college,Black,Female
19580,39,HS-grad,Amer-Indian-Eskimo,Female
19581,43,HS-grad,White,Female
19582,24,Bachelors,White,Female
19583,27,Assoc-voc,White,Male
19584,64,5th-6th,White,Male
19585,41,Some-college,White,Male
19586,28,HS-grad,White,Male
19587,61,HS-grad,White,Male
19588,27,11th,White,Female
19589,49,Some-college,White,Female
19590,20,Some-college,White,Male
19591,41,Bachelors,White,Female
19592,28,HS-grad,White,Male
19593,36,HS-grad,White,Male
19594,44,Bachelors,White,Male
19595,51,Bachelors,White,Female
19596,40,Some-college,Black,Female
19597,19,HS-grad,White,Female
19598,54,Some-college,White,Female
19599,55,HS-grad,White,Male
19600,57,Assoc-voc,White,Female
19601,29,Some-college,White,Female
19602,51,HS-grad,White,Female
19603,44,HS-grad,White,Male
19604,35,Assoc-voc,White,Male
19605,40,HS-grad,White,Male
19606,46,7th-8th,White,Female
19607,25,Some-college,White,Male
19608,33,Bachelors,White,Male
19609,32,Some-college,White,Female
19610,22,HS-grad,White,Female
19611,39,Some-college,Asian-Pac-Islander,Female
19612,18,HS-grad,Asian-Pac-Islander,Male
19613,43,HS-grad,Black,Female
19614,46,HS-grad,White,Male
19615,63,Some-college,White,Male
19616,40,Some-college,White,Male
19617,59,Bachelors,White,Male
19618,40,Masters,White,Female
19619,23,HS-grad,White,Male
19620,64,HS-grad,White,Male
19621,36,Assoc-voc,White,Male
19622,48,HS-grad,White,Female
19623,43,Some-college,White,Female
19624,18,10th,White,Female
19625,17,11th,White,Male
19626,36,Prof-school,White,Male
19627,53,HS-grad,White,Male
19628,36,Some-college,White,Female
19629,20,HS-grad,White,Male
19630,22,Bachelors,White,Female
19631,34,Bachelors,White,Male
19632,39,11th,White,Male
19633,57,Some-college,White,Female
19634,30,10th,White,Female
19635,37,Prof-school,White,Male
19636,51,HS-grad,White,Male
19637,38,HS-grad,White,Male
19638,34,HS-grad,White,Female
19639,47,HS-grad,Black,Female
19640,28,HS-grad,White,Male
19641,25,10th,White,Male
19642,25,Some-college,White,Female
19643,50,Masters,White,Male
19644,50,HS-grad,White,Male
19645,43,Bachelors,White,Male
19646,27,HS-grad,White,Male
19647,32,HS-grad,White,Male
19648,44,10th,White,Male
19649,19,HS-grad,Black,Female
19650,53,Some-college,White,Male
19651,21,HS-grad,White,Male
19652,26,HS-grad,White,Male
19653,68,HS-grad,White,Male
19654,31,Some-college,White,Male
19655,32,Bachelors,White,Male
19656,33,Masters,White,Male
19657,49,HS-grad,Black,Male
19658,24,11th,White,Male
19659,30,HS-grad,White,Male
19660,49,HS-grad,White,Male
19661,18,11th,Black,Male
19662,30,Some-college,White,Female
19663,51,HS-grad,White,Male
19664,52,Some-college,White,Male
19665,52,HS-grad,White,Male
19666,23,HS-grad,Black,Male
19667,23,10th,White,Male
19668,36,HS-grad,White,Male
19669,19,11th,White,Male
19670,53,HS-grad,White,Male
19671,17,11th,White,Male
19672,69,HS-grad,White,Female
19673,46,Bachelors,White,Female
19674,33,HS-grad,White,Male
19675,40,Some-college,White,Male
19676,56,Some-college,White,Male
19677,29,Masters,White,Male
19678,41,Some-college,White,Female
19679,22,HS-grad,White,Male
19680,28,7th-8th,White,Male
19681,31,Bachelors,White,Male
19682,35,Bachelors,White,Female
19683,38,Some-college,Black,Male
19684,17,10th,White,Female
19685,39,10th,White,Male
19686,27,Some-college,Black,Male
19687,50,HS-grad,White,Female
19688,56,HS-grad,White,Male
19689,80,HS-grad,White,Male
19690,38,Some-college,White,Female
19691,52,HS-grad,Black,Male
19692,26,Bachelors,Black,Male
19693,43,HS-grad,Asian-Pac-Islander,Female
19694,45,Bachelors,White,Female
19695,41,Assoc-voc,Black,Male
19696,30,Assoc-acdm,White,Female
19697,24,Some-college,White,Male
19698,43,Some-college,White,Female
19699,44,Bachelors,White,Male
19700,54,HS-grad,Black,Male
19701,23,Bachelors,White,Female
19702,33,HS-grad,White,Male
19703,18,11th,White,Male
19704,38,Some-college,White,Female
19705,41,Assoc-voc,White,Male
19706,22,12th,White,Male
19707,66,7th-8th,White,Male
19708,70,HS-grad,White,Male
19709,58,10th,White,Female
19710,60,Masters,White,Female
19711,24,10th,Black,Male
19712,61,11th,White,Female
19713,35,Bachelors,White,Male
19714,19,Some-college,White,Female
19715,52,HS-grad,Black,Female
19716,38,Bachelors,White,Male
19717,39,HS-grad,White,Male
19718,33,Bachelors,White,Male
19719,52,HS-grad,White,Female
19720,41,HS-grad,White,Female
19721,37,Some-college,White,Male
19722,38,Bachelors,White,Male
19723,27,Some-college,White,Female
19724,38,Masters,White,Female
19725,38,Bachelors,Asian-Pac-Islander,Male
19726,49,HS-grad,White,Male
19727,38,Bachelors,White,Male
19728,22,HS-grad,White,Male
19729,40,Assoc-acdm,White,Male
19730,20,HS-grad,White,Male
19731,34,Doctorate,White,Female
19732,24,Masters,White,Male
19733,58,Bachelors,White,Male
19734,24,Some-college,White,Female
19735,43,HS-grad,White,Male
19736,38,HS-grad,White,Female
19737,42,HS-grad,White,Male
19738,27,Some-college,White,Male
19739,18,10th,White,Female
19740,37,HS-grad,Amer-Indian-Eskimo,Male
19741,48,HS-grad,White,Male
19742,40,7th-8th,White,Female
19743,50,Bachelors,Asian-Pac-Islander,Male
19744,57,HS-grad,Amer-Indian-Eskimo,Female
19745,36,Some-college,White,Male
19746,41,HS-grad,White,Male
19747,90,7th-8th,White,Male
19748,66,7th-8th,Black,Female
19749,34,HS-grad,White,Female
19750,23,HS-grad,Asian-Pac-Islander,Male
19751,35,HS-grad,White,Male
19752,32,HS-grad,White,Male
19753,33,Bachelors,Black,Male
19754,32,Assoc-voc,White,Male
19755,31,Some-college,Asian-Pac-Islander,Male
19756,32,Some-college,White,Male
19757,40,HS-grad,White,Male
19758,27,HS-grad,White,Male
19759,34,HS-grad,Amer-Indian-Eskimo,Male
19760,35,Assoc-voc,Black,Female
19761,29,Some-college,White,Male
19762,41,HS-grad,Black,Female
19763,33,Doctorate,White,Female
19764,22,HS-grad,White,Female
19765,52,Bachelors,White,Male
19766,20,HS-grad,White,Male
19767,18,11th,White,Male
